sales_map_rows;Year;Month;Region;Division;State;City;Customer;Address;Longitude;Latitude;SalesChannel;Market_Segment;Sales
1180;2014;December;Midwest;East North Central;WI;Kenosha;Gay Dewey;1820 30th Ave;-87.85;42.62;Sales Channel 1;Infusions;22001.42221
1181;2014;December;Midwest;East North Central;WI;Kenosha;Hollie Alejo;7060 Green Bay Rd;-87.89;42.57;Sales Channel 4;Infusions;23101.49332
1182;2014;December;Midwest;East North Central;WI;La Crosse;Jamie Wille;2810 Losey Blvd;-91.22;43.78;Sales Channel 2;Juices;24256.56799
1183;2014;December;Midwest;East North Central;WI;La Crosse;Rozella Zambito;1140 W George St;-91.24;43.86;Sales Channel 4;Juices;25469.39638
1184;2014;December;Midwest;East North Central;WI;Lake Geneva;Lucrecia Conmy;207 Edwards Blvd [WM];-88.41;42.59;Sales Channel 1;Sports Drinks;26742.8662
1185;2014;December;Midwest;East North Central;WI;Lancaster;Paulene Pumper;120 W Alona Ln;-90.71;42.84;Sales Channel 2;Juices;25405.72289
1186;2014;December;Midwest;East North Central;WI;Lancaster;Paulene Pumper;120 W Alona Ln;-90.71;42.84;Sales Channel 2;Sports Drinks;26676.00904
1187;2014;December;Midwest;East North Central;WI;Little Chute;Dedra Mcvoy;300 Moasis Dr;-88.31;44.3;Sales Channel 4;Juices;28009.80949
1188;2014;December;Midwest;East North Central;WI;Lomira;Myrle Nuetzman;630 East Ave;-88.43;43.59;Sales Channel 1;Softdrinks;29410.29996
1189;2014;December;Midwest;East North Central;WI;Luxemburg;Geraldo Wallaker;408 Center Dr;-87.7;44.55;Sales Channel 1;Juices;30880.81496
1190;2014;December;Midwest;East North Central;WI;Madison;Angella Kluender;225 E Towne Mall;-89.3;43.12;Sales Channel 1;Infusions;32424.85571
1191;2014;December;Midwest;East North Central;WI;Madison;Eric Tanous;110 W Towne Mall Food Court;-89.51;43.06;Sales Channel 4;Infusions;34046.0985
1192;2014;December;Midwest;East North Central;WI;Madison;Jackelyn Elskamp;2901 Dryden Dr;-89.36;43.13;Sales Channel 1;Softdrinks;35748.40342
1193;2014;December;Midwest;East North Central;WI;Madison;Phung Pellicone;3709 Kinsman Blvd;-89.32;43.13;Sales Channel 1;Sports Drinks;37535.82359
1194;2014;December;Midwest;East North Central;WI;Madison;Rae Risewick;4502 E Washington Ave;-89.31;43.13;Sales Channel 1;Infusions;39412.61477
1195;2014;December;Midwest;East North Central;WI;Madison;Rosemary Reitmeyer;6910 Odana Rd;-89.5;43.06;Sales Channel 1;Infusions;15636
1196;2014;December;Midwest;East North Central;WI;Manitowoc;Garnet Olexy;5050 Hecker Rd;-87.71;44.05;Sales Channel 1;Infusions;16417.8
1197;2014;December;Midwest;East North Central;WI;Marinette;Ginny Leftridge;2291 Roosevelt Rd;-87.66;45.08;Sales Channel 2;Softdrinks;17238.69
1198;2014;December;Midwest;East North Central;WI;Mayville;Marybelle Corker;1157 Horicon St;-88.56;43.49;Sales Channel 2;Juices;18100.6245
1199;2014;December;Midwest;East North Central;WI;McFarland;Vannessa Erixon;4800 Larson Beach Rd;-89.3;43.02;Sales Channel 1;Sports Drinks;19005.65573
1200;2014;December;Midwest;East North Central;WI;Menomonee Falls;Phuong Delbusto;N 56 W 15501 Silver Spring Dr;-88.1;43.12;Sales Channel 1;Juices;19955.93851
1201;2014;December;Midwest;East North Central;WI;Menomonie;Fiona Manspeaker;1505 N Broadway St;-91.93;44.9;Sales Channel 2;Juices;20953.73544
1202;2014;December;Midwest;East North Central;WI;Milwaukee;Aletha Bazin;2612 W Morgan Ave;-87.95;42.98;Sales Channel 1;Sports Drinks;22001.42221
1203;2014;December;Midwest;East North Central;WI;Milwaukee;Amira Jacinto;5265 W Fond Du Lac Ave;-87.98;43.09;Sales Channel 3;Infusions;23101.49332
1204;2014;December;Midwest;East North Central;WI;Milwaukee;Diann Sobe;920 W North Ave;-87.92;43.06;Sales Channel 3;Juices;24256.56799
1205;2014;December;Midwest;East North Central;WI;Milwaukee;Dione Sproat;1614 E North Ave;-87.89;43.06;Sales Channel 2;Infusions;25469.39638
1206;2014;December;Midwest;East North Central;WI;Milwaukee;Joesph Detro;76th and Good Hope Rd;-88;43.18;Sales Channel 4;Infusions;26742.8662
1207;2014;December;Midwest;East North Central;WI;Milwaukee;Karin Granahan;5890 S 27th St;-87.95;42.94;Sales Channel 1;Infusions;28080.00951
1208;2014;December;Midwest;East North Central;WI;Milwaukee;Leonida Framer;420 E Capitol Dr;-87.91;43.09;Sales Channel 4;Infusions;29484.00999
1209;2014;December;Midwest;East North Central;WI;Milwaukee;Leonida Framer;420 E Capitol Dr;-87.91;43.09;Sales Channel 4;Sports Drinks;30958.21049
1210;2014;December;Midwest;East North Central;WI;Milwaukee;Logan Julius;6262 S 13th St;-87.93;42.93;Sales Channel 3;Sports Drinks;32506.12101
1211;2014;December;Midwest;East North Central;WI;Milwaukee;Maye Kiefer;617 W Oklahoma Ave;-87.92;42.99;Sales Channel 2;Infusions;15636
1212;2014;December;Midwest;East North Central;WI;Milwaukee;Maye Kiefer;617 W Oklahoma Ave;-87.92;42.99;Sales Channel 2;Softdrinks;16417.8
1213;2014;December;Midwest;East North Central;WI;Milwaukee;Nell Policastro;830 E Potter Ave;-87.9;43;Sales Channel 3;Softdrinks;17238.69
1214;2014;December;Midwest;East North Central;WI;Milwaukee;Rosalie Mcloud;7170 N Teutonia Ave;-87.96;43.15;Sales Channel 2;Softdrinks;18100.6245
1215;2014;December;Midwest;East North Central;WI;Milwaukee;Shizue Drennan;707 S 1st St;-87.91;43.02;Sales Channel 3;Softdrinks;19005.65573
1216;2014;December;Midwest;East North Central;WI;Milwaukee;Tien Carpente;3137 S 76th St;-88.01;42.99;Sales Channel 2;Softdrinks;19955.93851
1217;2014;December;Midwest;East North Central;WI;Milwaukee;Troy Watsky;1931 S 14th St;-87.93;43.01;Sales Channel 1;Softdrinks;20953.73544
1218;2014;December;Midwest;East North Central;WI;Monona;Marcell Sosa;2051 W Broadway;-89.35;43.05;Sales Channel 4;Softdrinks;22001.42221
1219;2014;December;Midwest;East North Central;WI;Monroe;Maire Iliffe;425 8th St;-89.65;42.6;Sales Channel 2;Sports Drinks;23101.49332
1220;2014;December;Midwest;East North Central;WI;Mt Pleasant;Jeanine Hilz;13343 Washington Ave;-87.95;42.72;Sales Channel 2;Infusions;24256.56799
1221;2014;December;Midwest;East North Central;WI;Muskego;Jill Sisti;W 189 S 7851 Racine Ave;-88.14;42.9;Sales Channel 4;Infusions;25469.39638
1222;2014;December;Midwest;East North Central;WI;Neenah;Sang Modique;705 Green Bay Rd;-88.49;44.18;Sales Channel 4;Juices;26742.8662
1223;2014;December;Midwest;East North Central;WI;Nekoosa;Allie Griffith;110 Market St;-89.89;44.32;Sales Channel 4;Juices;25405.72289
1224;2014;December;Midwest;East North Central;WI;Oshkosh;Cassey Blunden;1863 Jackson St;-88.54;44.04;Sales Channel 2;Infusions;26676.00904
1225;2014;December;Midwest;East North Central;WI;Oshkosh;Josphine Seville;2240 Westowne Ave;-88.59;44.03;Sales Channel 2;Softdrinks;28009.80949
1226;2014;December;Midwest;East North Central;WI;Oshkosh;Roxy Nirmaier;1995 Menard Dr;-88.58;44.01;Sales Channel 2;Softdrinks;29410.29996
1227;2014;December;Midwest;East North Central;WI;Plover;Freeda Osaile;1205 Commons Circle;-89.52;44.5;Sales Channel 3;Juices;30880.81496
1228;2014;December;Midwest;East North Central;WI;Racine;Elke Balbontin;3037 Douglas Ave;-87.8;42.76;Sales Channel 2;Infusions;32424.85571
1229;2014;December;Midwest;East North Central;WI;Racine;Jeanna Gangel;2100 Lathrop Ave;-87.83;42.7;Sales Channel 1;Juices;34046.0985
1230;2014;December;Midwest;East North Central;WI;Racine;Santos Larde;4707 Taylor Ave;-87.84;42.69;Sales Channel 4;Juices;35748.40342
1231;2014;December;Midwest;East North Central;WI;Reedsburg;Christen Bialas;1500 E Main St;-89.99;43.53;Sales Channel 2;Sports Drinks;37535.82359
1232;2014;December;Midwest;East North Central;WI;Rice Lake;Olympia Lazzar;1917 S Main St;-91.73;45.48;Sales Channel 2;Infusions;39412.61477
1233;2014;December;Midwest;East North Central;WI;Richfield;Herlinda Masunaga;3230 B Pioneer Rd;-88.2;43.28;Sales Channel 1;Juices;15636
1234;2014;December;Midwest;East North Central;WI;Ripon;Debroah Muhs;1113 W Fond Du Lac St;-88.86;43.85;Sales Channel 4;Juices;16417.8
1235;2014;December;Midwest;East North Central;WI;Roberts;Johnie Tjaden;1193 70th Ave;-92.56;44.96;Sales Channel 3;Softdrinks;17238.69
1236;2014;December;Midwest;East North Central;WI;Shawano;Rosaline Kotlar;1202 E Green Bay St;-88.59;44.78;Sales Channel 3;Juices;18100.6245
1237;2014;December;Midwest;East North Central;WI;Sheboygan;Fairy Eidinger;3418 Kohler Memorial Dr;-87.75;43.76;Sales Channel 1;Juices;19005.65573
1238;2014;December;Midwest;East North Central;WI;Sheboygan;Marilee Sow;2307 North Ave;-87.74;43.77;Sales Channel 1;Softdrinks;19955.93851
1239;2014;December;Midwest;East North Central;WI;Sheboygan Falls;Stephanie Viscardi;1060 Hwy 32 N;-87.82;43.75;Sales Channel 3;Sports Drinks;20953.73544
1240;2014;December;Midwest;East North Central;WI;Spooner;Ignacia Lockery;104 S River St;-91.89;45.82;Sales Channel 2;Infusions;22001.42221
1241;2014;December;Midwest;East North Central;WI;St Croix Falls;Larissa Shamp;2200 Glacier Dr;-92.63;45.44;Sales Channel 4;Softdrinks;23101.49332
1242;2014;December;Midwest;East North Central;WI;Stevens Point;Dalton Taglieri;127 N Division St;-89.57;44.53;Sales Channel 2;Sports Drinks;24256.56799
1243;2014;December;Midwest;East North Central;WI;Sun Prairie;Milan Yearout;505 A St;-89.23;43.19;Sales Channel 4;Juices;25469.39638
1244;2014;December;Midwest;East North Central;WI;Superior;Denita Pfeifer;2115 E 2nd St;-92.05;46.71;Sales Channel 2;Juices;26742.8662
1245;2014;December;Midwest;East North Central;WI;Superior;Pansy Bechman;2026 Tower Ave;-92.1;46.71;Sales Channel 2;Sports Drinks;28080.00951
1246;2014;December;Midwest;East North Central;WI;Verona;Kate Wimsatt;107 Horizon Dr;-89.52;42.99;Sales Channel 1;Sports Drinks;29484.00999
1247;2014;December;Midwest;East North Central;WI;Viroqua;Myung Spinola;1214 N Main St;-90.89;43.57;Sales Channel 4;Infusions;30958.21049
1248;2014;December;Midwest;East North Central;WI;Watertown;Keneth Ostermeyer;625 S Church St;-88.73;43.19;Sales Channel 1;Softdrinks;32506.12101
1249;2014;December;Midwest;East North Central;WI;Watertown;Loan Dru;800 Linmar Ln;-88.76;43.09;Sales Channel 3;Softdrinks;15636
1250;2014;December;Midwest;East North Central;WI;Waukesha;Cherri Soden;1425 S West Ave;-88.24;42.99;Sales Channel 1;Sports Drinks;16417.8
1251;2014;December;Midwest;East North Central;WI;Waukesha;Maximina Clepper;801 Meadowbrook Rd;-88.29;43.03;Sales Channel 1;Infusions;17238.69
1252;2014;December;Midwest;East North Central;WI;Waukesha;Melody Gall;2340 E Moreland Blvd;-88.18;43.03;Sales Channel 2;Softdrinks;18100.6245
1253;2014;December;Midwest;East North Central;WI;Waunakee;Piedad Wyms;651 W Main St;-89.46;43.19;Sales Channel 4;Infusions;19005.65573
1254;2014;December;Midwest;East North Central;WI;Waupaca;Donette Yasutomi;200 S Western Ave;-89.1;44.36;Sales Channel 4;Infusions;19955.93851
1255;2014;December;Midwest;East North Central;WI;Waupun;In Hogan;932 E Main St;-88.72;43.63;Sales Channel 2;Infusions;20953.73544
1256;2014;December;Midwest;East North Central;WI;Wausau;Kary Desomma;4702 Rib Mountain Rd;-89.65;44.91;Sales Channel 4;Softdrinks;22001.42221
1257;2014;December;Midwest;East North Central;WI;Wausau;Virgilio Mohar;1205 Campus Dr;-89.65;44.99;Sales Channel 2;Softdrinks;23101.49332
1258;2014;December;Midwest;East North Central;WI;Wauwatosa;Ariane Hesse;12324 W North Ave;-88.07;43.06;Sales Channel 1;Juices;24256.56799
1259;2014;December;Midwest;East North Central;WI;Wauwatosa;Rachael Vandunk;3800 N 124th St;-88.07;43.09;Sales Channel 1;Sports Drinks;25469.39638
1260;2014;December;Midwest;East North Central;WI;Wauwatosa;Roscoe Seegar;6631 W North Ave;-88;43.06;Sales Channel 3;Infusions;26742.8662
1261;2014;December;Midwest;East North Central;WI;Wauwatosa;Socorro Guialdo;3131 N Mayfair Rd;-88.05;43.08;Sales Channel 3;Infusions;25405.72289
1262;2014;December;Midwest;East North Central;WI;West Allis;Janelle Czaplicki;8301 W Greenfield Ave;-88.02;43.02;Sales Channel 3;Sports Drinks;26676.00904
1263;2014;December;Midwest;East North Central;WI;West Allis;Rodney Voisin;1550 S 108th St;-88.05;43.01;Sales Channel 2;Sports Drinks;28009.80949
1264;2014;December;Midwest;East North Central;WI;West Milwaukee;Clarence Lyle;1120 Miller Parkway;-87.97;43.02;Sales Channel 4;Juices;29410.29996
1265;2014;December;Midwest;East North Central;WI;Whitewater;Tyrone Wang;1069 W Main St;-88.75;42.83;Sales Channel 2;Infusions;30880.81496
1266;2014;December;Midwest;East North Central;WI;Wisconsin Dells;Krysten Wehrli;30 Commerce St;-89.81;43.59;Sales Channel 4;Softdrinks;32424.85571
1267;2014;December;Midwest;East North Central;WI;Wisconsin Dells;Vito Lingo;2325 Wisconsin Dells Pky;-89.79;43.59;Sales Channel 4;Sports Drinks;34046.0985
1268;2014;December;Midwest;East North Central;WI;Wisconsin Rapids;Russel Tegeler;2128 8th St S;-89.82;44.38;Sales Channel 4;Juices;35748.40342
1269;2014;December;Midwest;West North Central;IA;Altoona;Teena Villalon;3734 8th St SW;-93.51;41.64;Sales Channel 4;Juices;37535.82359
1270;2014;December;Midwest;West North Central;IA;Anamosa;Daniel Wakham;160 Chamber Dr;-91.26;42.1;Sales Channel 2;Softdrinks;39412.61477
1271;2014;December;Midwest;West North Central;IA;Ankeny;Fae Bovee;401 S Ankeny Blvd;-93.6;41.73;Sales Channel 1;Juices;15636
1272;2014;December;Midwest;West North Central;IA;Ankeny;Marlene Zagen;2502 Se Delaware Ave;-93.58;41.7;Sales Channel 1;Juices;16417.8
1273;2014;December;Midwest;West North Central;IA;Atlantic;Ursula Anacker;1510 E 7th St;-94.99;41.4;Sales Channel 2;Softdrinks;17238.69
1274;2014;December;Midwest;West North Central;IA;Bettendorf;Noemi Mcmanamy;2185 53rd Ave;-90.5;41.57;Sales Channel 2;Sports Drinks;18100.6245
1275;2014;December;Midwest;West North Central;IA;Bettendorf;Sheron Ritz;2460 State St;-90.5;41.53;Sales Channel 3;Softdrinks;19005.65573
1276;2014;December;Midwest;West North Central;IA;Boone;Yang Imperial;1227 S Marshall St;-93.88;42.04;Sales Channel 2;Softdrinks;19955.93851
1277;2014;December;Midwest;West North Central;IA;Burlington;Inger Prazma;900 Wellshire Drive;-91.14;40.8;Sales Channel 2;Softdrinks;20953.73544
1278;2014;December;Midwest;West North Central;IA;Burlington;Shaquana Gartrell;1725 N Roosevelt Ave;-91.14;40.83;Sales Channel 2;Sports Drinks;22001.42221
1279;2014;December;Midwest;West North Central;IA;Cedar Rapids;Elanor Flyzik;5200 Edgewood Rd Ne;-91.7;42.03;Sales Channel 2;Infusions;23101.49332
1280;2014;December;Midwest;West North Central;IA;Cedar Rapids;Lesha Blisset;610 33rd Ave Sw;-91.68;41.94;Sales Channel 3;Infusions;24256.56799
1281;2014;December;Midwest;West North Central;IA;Cedar Rapids;Maxima Molands;2615 Williams Blvd Sw;-91.71;41.97;Sales Channel 1;Juices;25469.39638
1282;2014;December;Midwest;West North Central;IA;Center Point;Cordell Vukcevic;698 Grain Ln;-91.77;42.17;Sales Channel 2;Infusions;26742.8662
1283;2014;December;Midwest;West North Central;IA;Cherokee;Shay Schadel;1500 N 2nd St;-95.55;42.76;Sales Channel 3;Juices;28080.00951
1284;2014;December;Midwest;West North Central;IA;Clear Lake;Sonny Cowell;2 Plaza Dr;-93.36;43.15;Sales Channel 2;Softdrinks;29484.00999
1285;2014;December;Midwest;West North Central;IA;Clinton;Tyler Petkus;729 N 2nd St;-90.19;41.85;Sales Channel 2;Sports Drinks;30958.21049
1286;2014;December;Midwest;West North Central;IA;Davenport;Carissa Semon;3102 W Locust St;-90.62;41.54;Sales Channel 1;Sports Drinks;32506.12101
1287;2014;December;Midwest;West North Central;IA;Davenport;Dora Sprake;2110 W Kimberly Rd;-90.61;41.56;Sales Channel 1;Softdrinks;15636
1288;2014;December;Midwest;West North Central;IA;Des Moines;Branden Mathis;3002 Forest Ave;-93.66;41.6;Sales Channel 3;Juices;16417.8
1289;2014;December;Midwest;West North Central;IA;Des Moines;Branden Mathis;3002 Forest Ave;-93.66;41.6;Sales Channel 3;Sports Drinks;17238.69
1290;2014;December;Midwest;West North Central;IA;Des Moines;Layne Chai;2540 E University Ave;-93.57;41.6;Sales Channel 2;Softdrinks;18100.6245
1291;2014;December;Midwest;West North Central;IA;Des Moines;Mauricio Calumag;3275 E Euclid Ave;-93.55;41.63;Sales Channel 1;Softdrinks;19005.65573
1292;2014;December;Midwest;West North Central;IA;Des Moines;Melita Zulkowski;601 University Ave;-93.63;41.6;Sales Channel 2;Sports Drinks;19955.93851
1293;2014;December;Midwest;West North Central;IA;Des Moines;Son Gouger;1404 Des Moines St;-93.6;41.59;Sales Channel 3;Juices;20953.73544
1294;2014;December;Midwest;West North Central;IA;Dewitt;Kathe Tanabe;1720 11th St;-90.56;41.83;Sales Channel 2;Softdrinks;22001.42221
1295;2014;December;Midwest;West North Central;IA;Evansdale;Reggie Mangiafico;350 Evansdale Dr;-92.25;42.46;Sales Channel 2;Softdrinks;23101.49332
1296;2014;December;Midwest;West North Central;IA;Fort Dodge;Kizzie Shinaberry;2509 5th Ave S;-94.16;42.5;Sales Channel 3;Softdrinks;24256.56799
1297;2014;December;Midwest;West North Central;IA;Fort Dodge;Loni Levett;107 Avenue O W;-94.21;42.49;Sales Channel 2;Juices;25469.39638
1298;2014;December;Midwest;West North Central;IA;Fort Madison;Nancee Herout;3402 Avenue L;-91.36;40.63;Sales Channel 2;Softdrinks;26742.8662
1299;2014;December;Midwest;West North Central;IA;Glenwood;Britteny Sween;1200 S Locust St;-95.75;41.04;Sales Channel 3;Softdrinks;25405.72289
1300;2014;December;Midwest;West North Central;IA;Independence;Lanita Olewinski;1811 1st St W;-91.92;42.47;Sales Channel 2;Infusions;26676.00904
1301;2014;December;Midwest;West North Central;IA;Indianola;Windy Sandry;1207 N Jefferson Way;-93.56;41.37;Sales Channel 1;Sports Drinks;28009.80949
1302;2014;December;Midwest;West North Central;IA;Iowa Falls;Flavia Graaf;412 Oak St;-93.26;42.52;Sales Channel 2;Softdrinks;29410.29996
1303;2014;December;Midwest;West North Central;IA;Keokuk;Madison Kalp;2010 Main St;-91.4;40.41;Sales Channel 2;Infusions;30880.81496
1304;2014;December;Midwest;West North Central;IA;Le Claire;Lavinia Delcampo;1403 Eagle Ridge Rd;-90.36;41.59;Sales Channel 2;Infusions;32424.85571
1305;2014;December;Midwest;West North Central;IA;LeMars;Babette Nazzaro;1001 Hawkeye Ave Sw;-96.18;42.78;Sales Channel 4;Softdrinks;15636
1306;2014;December;Midwest;West North Central;IA;Maquoketa;Wade Samuel;1019 W Platt St;-90.68;42.07;Sales Channel 2;Infusions;16417.8
1307;2014;December;Midwest;West North Central;IA;Marion;Nick Tuley;5493 Business Hwy 151;-91.55;42.04;Sales Channel 4;Softdrinks;17238.69
1308;2014;December;Midwest;West North Central;IA;Marshalltown;Heidi Shakin;3402 S Center St;-92.91;42.01;Sales Channel 3;Infusions;18100.6245
1309;2014;December;Midwest;West North Central;IA;Missouri Valley;Diane Leipold;100 N Willow St;-95.91;41.55;Sales Channel 3;Juices;19005.65573
1310;2014;December;Midwest;West North Central;IA;Mount Pleasant;Blake Douglass;700 N Wohlleber;-91.54;40.97;Sales Channel 2;Infusions;19955.93851
1311;2014;December;Midwest;West North Central;IA;Muscatine;Britany Schiffler;2520 Park Ave;-91.03;41.45;Sales Channel 2;Juices;20953.73544
1312;2014;December;Midwest;West North Central;IA;Muscatine;Britany Schiffler;2520 Park Ave;-91.03;41.45;Sales Channel 2;Sports Drinks;22001.42221
1313;2014;December;Midwest;West North Central;IA;North Liberty;Rickey Champman;NEC 965 & Penn;-91.61;41.75;Sales Channel 2;Infusions;23101.49332
1314;2014;December;Midwest;West North Central;IA;Oelwein;Preston Juris;1 1st Ave SE;-91.91;42.68;Sales Channel 2;Infusions;24256.56799
1315;2014;December;Midwest;West North Central;IA;Onawa;Starr Spark;2720 Iowa Ave N;-96.12;42.03;Sales Channel 2;Sports Drinks;25469.39638
